id,family,subfamily,file,line,symbol_or_selector,property_or_usage,raw_value,current_token_or_formula,classification,closure_state,recommended_action,proof_needed,notes
GVT-0527,bevels-radii-arcs-tab-curvature,css-radius-arc,src/main/resources/qupath/ext/astra/launcher.css,1303,.astra-help-summary-grid,-fx-border-radius,6,renderer-safe generated concrete CSS value derived from LauncherGeometryTokens,generated-css-token,closed-generated,Keep generated concrete CSS synchronized with LauncherGeometryTokens; staleness tests must fail on drift.,Generated-token staleness test plus JavaFX preview/parser smoke and affected-surface visual review.,CSS declaration now uses renderer-safe generated concrete values because JavaFX looked-up size values are not reliable for size properties.
GVT-0528,bevels-radii-arcs-tab-curvature,css-radius-arc,src/main/resources/qupath/ext/astra/launcher.css,1304,.astra-help-summary-grid,-fx-background-radius,6,renderer-safe generated concrete CSS value derived from LauncherGeometryTokens,generated-css-token,closed-generated,Keep generated concrete CSS synchronized with LauncherGeometryTokens; staleness tests must fail on drift.,Generated-token staleness test plus JavaFX preview/parser smoke and affected-surface visual review.,CSS declaration now uses renderer-safe generated concrete values because JavaFX looked-up size values are not reliable for size properties.
GVT-0529,typography-text-ink,css-font,src/main/resources/qupath/ext/astra/launcher.css,1308,.astra-help-summary-label,-fx-font-size,11px,11px,generated-css-token,closed-generated,Keep renderer-safe concrete CSS synchronized with LauncherTypographyTokens; staleness tests must fail on drift.,Generated-token staleness test plus text-contract sweep alpha proof for affected rendered text surfaces.,"Typography pass 4 routes CSS font stack, size, and weight through LauncherTypographyTokens and launcher.tokens.css while keeping JavaFX-safe concrete CSS values."
GVT-0530,colors-theme-semantic-roles,css-color-border-fill,src/main/resources/qupath/ext/astra/launcher.css,1310,.astra-help-summary-label,-fx-text-fill,#415866,#415866,generated-css-token,closed-generated,Keep launcher theme/state values routed through LauncherThemeTokens and generated launcher.tokens.css; CSS uses renderer-safe concrete opacity mirrors guarded by PipelineLauncherTest.,theme/state pixel sampling plus generated-token and opacity-allowlist source guards,Theme/state pass 5 routes launcher stylesheet colors through generated LauncherThemeTokens values; opacity values are renderer-safe CSS mirrors constrained by LauncherThemeTokens.CSS_OPACITY_VALUES.
GVT-0531,typography-text-ink,css-font,src/main/resources/qupath/ext/astra/launcher.css,1315,.astra-help-summary-value,-fx-font-size,11px,11px,generated-css-token,closed-generated,Keep renderer-safe concrete CSS synchronized with LauncherTypographyTokens; staleness tests must fail on drift.,Generated-token staleness test plus text-contract sweep alpha proof for affected rendered text surfaces.,"Typography pass 4 routes CSS font stack, size, and weight through LauncherTypographyTokens and launcher.tokens.css while keeping JavaFX-safe concrete CSS values."
GVT-0532,colors-theme-semantic-roles,css-color-border-fill,src/main/resources/qupath/ext/astra/launcher.css,1316,.astra-help-summary-value,-fx-text-fill,#172431,#172431,generated-css-token,closed-generated,Keep launcher theme/state values routed through LauncherThemeTokens and generated launcher.tokens.css; CSS uses renderer-safe concrete opacity mirrors guarded by PipelineLauncherTest.,theme/state pixel sampling plus generated-token and opacity-allowlist source guards,Theme/state pass 5 routes launcher stylesheet colors through generated LauncherThemeTokens values; opacity values are renderer-safe CSS mirrors constrained by LauncherThemeTokens.CSS_OPACITY_VALUES.
GVT-0533,typography-text-ink,css-font,src/main/resources/qupath/ext/astra/launcher.css,1320,.astra-help-section-title,-fx-font-size,12px,12px,generated-css-token,closed-generated,Keep renderer-safe concrete CSS synchronized with LauncherTypographyTokens; staleness tests must fail on drift.,Generated-token staleness test plus text-contract sweep alpha proof for affected rendered text surfaces.,"Typography pass 4 routes CSS font stack, size, and weight through LauncherTypographyTokens and launcher.tokens.css while keeping JavaFX-safe concrete CSS values."
GVT-0534,colors-theme-semantic-roles,css-color-border-fill,src/main/resources/qupath/ext/astra/launcher.css,1322,.astra-help-section-title,-fx-text-fill,#0d4f55,#0d4f55,generated-css-token,closed-generated,Keep launcher theme/state values routed through LauncherThemeTokens and generated launcher.tokens.css; CSS uses renderer-safe concrete opacity mirrors guarded by PipelineLauncherTest.,theme/state pixel sampling plus generated-token and opacity-allowlist source guards,Theme/state pass 5 routes launcher stylesheet colors through generated LauncherThemeTokens values; opacity values are renderer-safe CSS mirrors constrained by LauncherThemeTokens.CSS_OPACITY_VALUES.
GVT-0535,typography-text-ink,css-font,src/main/resources/qupath/ext/astra/launcher.css,1326,.astra-help-body,-fx-font-size,12px,12px,generated-css-token,closed-generated,Keep renderer-safe concrete CSS synchronized with LauncherTypographyTokens; staleness tests must fail on drift.,Generated-token staleness test plus text-contract sweep alpha proof for affected rendered text surfaces.,"Typography pass 4 routes CSS font stack, size, and weight through LauncherTypographyTokens and launcher.tokens.css while keeping JavaFX-safe concrete CSS values."
GVT-0536,colors-theme-semantic-roles,css-color-border-fill,src/main/resources/qupath/ext/astra/launcher.css,1327,.astra-help-body,-fx-text-fill,#172431,#172431,generated-css-token,closed-generated,Keep launcher theme/state values routed through LauncherThemeTokens and generated launcher.tokens.css; CSS uses renderer-safe concrete opacity mirrors guarded by PipelineLauncherTest.,theme/state pixel sampling plus generated-token and opacity-allowlist source guards,Theme/state pass 5 routes launcher stylesheet colors through generated LauncherThemeTokens values; opacity values are renderer-safe CSS mirrors constrained by LauncherThemeTokens.CSS_OPACITY_VALUES.
GVT-0537,colors-theme-semantic-roles,css-color-border-fill,src/main/resources/qupath/ext/astra/launcher.css,1331,.astra-help-details-shell,-fx-background-color,#f7fbfc,#f7fbfc,generated-css-token,closed-generated,Keep launcher theme/state values routed through LauncherThemeTokens and generated launcher.tokens.css; CSS uses renderer-safe concrete opacity mirrors guarded by PipelineLauncherTest.,theme/state pixel sampling plus generated-token and opacity-allowlist source guards,Theme/state pass 5 routes launcher stylesheet colors through generated LauncherThemeTokens values; opacity values are renderer-safe CSS mirrors constrained by LauncherThemeTokens.CSS_OPACITY_VALUES.
GVT-0538,colors-theme-semantic-roles,css-color-border-fill,src/main/resources/qupath/ext/astra/launcher.css,1332,.astra-help-details-shell,-fx-border-color,#7fa3ad,#7fa3ad,generated-css-token,closed-generated,Keep launcher theme/state values routed through LauncherThemeTokens and generated launcher.tokens.css; CSS uses renderer-safe concrete opacity mirrors guarded by PipelineLauncherTest.,theme/state pixel sampling plus generated-token and opacity-allowlist source guards,Theme/state pass 5 routes launcher stylesheet colors through generated LauncherThemeTokens values; opacity values are renderer-safe CSS mirrors constrained by LauncherThemeTokens.CSS_OPACITY_VALUES.
GVT-0539,bevels-radii-arcs-tab-curvature,css-radius-arc,src/main/resources/qupath/ext/astra/launcher.css,1333,.astra-help-details-shell,-fx-border-radius,7,renderer-safe generated concrete CSS value derived from LauncherGeometryTokens,generated-css-token,closed-generated,Keep generated concrete CSS synchronized with LauncherGeometryTokens; staleness tests must fail on drift.,Generated-token staleness test plus JavaFX preview/parser smoke and affected-surface visual review.,CSS declaration now uses renderer-safe generated concrete values because JavaFX looked-up size values are not reliable for size properties.
GVT-0540,bevels-radii-arcs-tab-curvature,css-radius-arc,src/main/resources/qupath/ext/astra/launcher.css,1334,.astra-help-details-shell,-fx-background-radius,7,renderer-safe generated concrete CSS value derived from LauncherGeometryTokens,generated-css-token,closed-generated,Keep generated concrete CSS synchronized with LauncherGeometryTokens; staleness tests must fail on drift.,Generated-token staleness test plus JavaFX preview/parser smoke and affected-surface visual review.,CSS declaration now uses renderer-safe generated concrete values because JavaFX looked-up size values are not reliable for size properties.
GVT-0541,opacity-translucency-disabled,css-effect,src/main/resources/qupath/ext/astra/launcher.css,1335,.astra-help-details-shell,-fx-effect,"dropshadow(gaussian, rgba(10, 47, 56, 0.08), 8, 0.16, 0, 1)","dropshadow(gaussian, rgba(10, 47, 56, 0.08), 8, 0.16, 0, 1)",generated-css-token,closed-generated,Keep launcher theme/state values routed through LauncherThemeTokens and generated launcher.tokens.css; CSS uses renderer-safe concrete opacity mirrors guarded by PipelineLauncherTest.,theme/state pixel sampling plus generated-token and opacity-allowlist source guards,Theme/state pass 5 routes launcher stylesheet colors through generated LauncherThemeTokens values; opacity values are renderer-safe CSS mirrors constrained by LauncherThemeTokens.CSS_OPACITY_VALUES.
GVT-0542,colors-theme-semantic-roles,css-color-border-fill,src/main/resources/qupath/ext/astra/launcher.css,1339,.astra-help-details-accent,-fx-background-color,"linear-gradient(to bottom, #16a39c, #0d4f55)","linear-gradient(to bottom, #16a39c, #0d4f55)",generated-css-token,closed-generated,Keep launcher theme/state values routed through LauncherThemeTokens and generated launcher.tokens.css; CSS uses renderer-safe concrete opacity mirrors guarded by PipelineLauncherTest.,theme/state pixel sampling plus generated-token and opacity-allowlist source guards,Theme/state pass 5 routes launcher stylesheet colors through generated LauncherThemeTokens values; opacity values are renderer-safe CSS mirrors constrained by LauncherThemeTokens.CSS_OPACITY_VALUES.
GVT-0543,bevels-radii-arcs-tab-curvature,css-radius-arc,src/main/resources/qupath/ext/astra/launcher.css,1340,.astra-help-details-accent,-fx-background-radius,7 0 0 7,renderer-safe generated concrete CSS value derived from LauncherGeometryTokens,generated-css-token,closed-generated,Keep generated concrete CSS synchronized with LauncherGeometryTokens; staleness tests must fail on drift.,Generated-token staleness test plus JavaFX preview/parser smoke and affected-surface visual review.,CSS declaration now uses renderer-safe generated concrete values because JavaFX looked-up size values are not reliable for size properties.
GVT-0544,colors-theme-semantic-roles,css-color-border-fill,src/main/resources/qupath/ext/astra/launcher.css,1344,.astra-help-details-scroll,-fx-background-color,#f7fbfc,#f7fbfc,generated-css-token,closed-generated,Keep launcher theme/state values routed through LauncherThemeTokens and generated launcher.tokens.css; CSS uses renderer-safe concrete opacity mirrors guarded by PipelineLauncherTest.,theme/state pixel sampling plus generated-token and opacity-allowlist source guards,Theme/state pass 5 routes launcher stylesheet colors through generated LauncherThemeTokens values; opacity values are renderer-safe CSS mirrors constrained by LauncherThemeTokens.CSS_OPACITY_VALUES.
GVT-0545,colors-theme-semantic-roles,css-color-border-fill,src/main/resources/qupath/ext/astra/launcher.css,1345,.astra-help-details-scroll,-fx-background,#f7fbfc,#f7fbfc,generated-css-token,closed-generated,Keep launcher theme/state values routed through LauncherThemeTokens and generated launcher.tokens.css; CSS uses renderer-safe concrete opacity mirrors guarded by PipelineLauncherTest.,theme/state pixel sampling plus generated-token and opacity-allowlist source guards,Theme/state pass 5 routes launcher stylesheet colors through generated LauncherThemeTokens values; opacity values are renderer-safe CSS mirrors constrained by LauncherThemeTokens.CSS_OPACITY_VALUES.
